t  net  edges  BIC
33  88  429  236147.720917965
33  89  436  236240.637362888
33  90  435  236165.922490877
33  91  431  236200.77514111
33  92  434  236228.749262836
33  93  439  236170.005508873
33  94  436  236177.414414244
33  95  430  236168.644186757
33  96  435  236157.63076265
33  97  434  236274.428344697
33  98  433  236205.338035472
33  99  428  236227.894419172
33  100  436  236220.636776145
33  101  427  236171.985642455
33  102  432  236247.140680538
33  103  433  236217.548438981
33  104  436  236174.049206726
33  105  435  236234.962257682
33  106  427  236180.714667238
33  107  438  236201.413846234
33  108  436  236188.559946405
33  109  438  236258.22593796
33  110  435  236207.344891877
33  111  436  236259.081809462
33  112  435  236239.567272435
33  113  439  236189.266629776
33  114  434  236179.26086499
33  115  432  236193.588080806
33  116  434  236203.652579122
33  117  432  236208.699030107
33  118  433  236218.577453737
33  119  434  236172.606596947
33  120  434  236213.670946997
33  121  434  236239.46540705
33  122  438  236223.135219823
33  123  442  236273.531705256
33  124  433  236245.299011596
33  125  436  236195.207727877
33  126  430  236237.979368703
33  127  436  236231.375766754
34  0  433  236214.197342699
34  1  435  236284.611866557
34  2  429  236192.922261494
34  3  434  236193.582577385
34  4  430  236223.737041799
34  5  440  236218.837637682
34  6  431  236257.398951356
34  7  431  236195.054175667
34  8  432  236193.509422723
34  9  430  236148.246868002
34  10  436  236182.225194257
34  11  436  236170.901900021
34  12  432  236230.59983589
34  13  436  236226.828678217
34  14  432  236179.385168063
34  15  436  236181.00237048
34  16  434  236218.337194064
34  17  432  236178.216033449
34  18  437  236226.7068671
34  19  439  236210.719406572
34  20  433  236226.289325186
34  21  430  236213.134470786
34  22  431  236264.239790916
34  23  438  236258.755217993
34  24  433  236269.05573149
34  25  433  236171.868171709
34  26  434  236251.660009254
34  27  436  236234.391545983
34  28  432  236167.680974917
34  29  432  236219.462718374
34  30  432  236183.402537521
34  31  427  236214.236556682
34  32  435  236190.390921838
34  33  434  236166.729986808
34  34  433  236163.306300838
34  35  438  236220.783736835
34  36  435  236179.230913138
34  37  433  236232.401157544
34  38  433  236222.689052731
34  39  436  236192.534763917
34  40  435  236233.256074713
34  41  426  236178.174558626
34  42  433  236199.162561367
34  43  434  236230.661043395
34  44  429  236264.354291191
34  45  429  236156.277484781
34  46  429  236214.725808746
34  47  434  236242.431190551
34  48  434  236241.959237147
34  49  426  236180.847630952
34  50  427  236177.868289321
34  51  433  236177.058999044
34  52  431  236298.383781895
34  53  433  236221.496054803
34  54  430  236225.49654737
34  55  440  236228.854293955
34  56  430  236201.932576687
34  57  432  236240.561699779
34  58  431  236217.542703854
34  59  434  236179.56808763
34  60  435  236223.63030863
34  61  437  236252.345080276
34  62  433  236203.657028178
34  63  428  236194.138692997
34  64  433  236202.935305957
34  65  435  236162.688984192
34  66  437  236159.781941948
34  67  435  236187.970831052
34  68  431  236167.249211824
34  69  436  236250.516364698
34  70  432  236294.476782322
34  71  430  236186.383627913
34  72  436  236180.096022954
34  73  433  236229.003968815
34  74  430  236231.661681949
34  75  433  236203.72726209
34  76  430  236176.222597239
34  77  436  236199.143135559
34  78  435  236254.71000968
34  79  433  236224.931436742
34  80  434  236218.278386323
34  81  434  236237.981493282
34  82  434  236198.413114146
34  83  437  236207.042822278
34  84  428  236222.620620306
34  85  433  236200.746934243
34  86  436  236273.456188079
34  87  434  236250.99257704
34  88  432  236142.351189039
34  89  436  236242.443189104
34  90  435  236156.19959738
34  91  432  236194.043925837
34  92  435  236218.504721908
34  93  439  236152.269466417
34  94  437  236196.206714508
34  95  429  236164.018097193
34  96  437  236169.078021956
34  97  432  236292.334730204
34  98  434  236222.839666318
34  99  432  236213.719134824
34  100  436  236214.754779798
34  101  433  236172.417794482
34  102  433  236249.768830142
34  103  430  236225.607388176
34  104  435  236161.329622446
34  105  436  236236.085125925
34  106  429  236187.141871057
34  107  435  236223.581068723
34  108  433  236205.120970695
34  109  435  236244.447677659
34  110  432  236210.271918609
34  111  436  236261.783223805
34  112  435  236221.596835794
34  113  438  236193.246830826
34  114  436  236180.904751146
34  115  432  236176.26587473
34  116  434  236222.984467167
34  117  432  236222.404254822
34  118  434  236235.398293854
34  119  433  236194.30366149
34  120  433  236214.997997577
34  121  435  236211.208690231
34  122  435  236232.806862684
34  123  442  236274.685338236
34  124  430  236222.311789639
34  125  439  236178.019416712
34  126  431  236217.394268499
34  127  436  236243.751825956
35  0  433  236211.567769632
35  1  435  236285.671406791
35  2  430  236177.612151441
35  3  440  236197.385867583
35  4  435  236224.880025985
35  5  440  236195.787699311
35  6  434  236243.006584478
35  7  433  236197.672536372
35  8  433  236180.26350506
35  9  431  236174.745148749
35  10  437  236203.763866534
35  11  434  236171.035147469
35  12  436  236235.199734252
35  13  436  236223.598357857
35  14  434  236187.49146028
35  15  436  236177.280720946
35  16  432  236225.766549469
35  17  429  236192.166260878
35  18  434  236228.744776349
35  19  438  236190.549277188
35  20  432  236216.169735737
35  21  433  236223.923265529
35  22  431  236262.629401947
35  23  438  236240.391720002
35  24  435  236268.477397175
35  25  432  236179.955295158
35  26  435  236260.794928777
35  27  437  236238.655247573
35  28  431  236167.886753576
35  29  429  236208.333195293
35  30  434  236201.885344431
35  31  427  236221.529061525
35  32  434  236184.362388806
35  33  435  236188.7592701
35  34  434  236173.438062023
35  35  439  236225.272668309
35  36  431  236192.558698033
35  37  433  236238.388362013
35  38  435  236210.163897866
35  39  436  236197.732903725
35  40  435  236229.93223357
35  41  429  236176.951611701
35  42  431  236179.900007385
35  43  433  236213.090638257
35  44  431  236272.564750067
35  45  428  236162.913983428
35  46  429  236202.177793742
35  47  433  236249.06559444
35  48  431  236216.149865197
35  49  430  236193.697516132
35  50  430  236179.677362869
35  51  434  236174.180339204
35  52  432  236283.078646764
35  53  433  236206.418085106
35  54  428  236209.873500597
35  55  440  236226.42794425
35  56  426  236196.495195159
35  57  430  236228.308516726
35  58  431  236221.471050089
35  59  433  236178.688743531
35  60  434  236221.891645692
35  61  437  236248.606093133
35  62  434  236224.368560197
35  63  429  236178.362004089
35  64  435  236214.696960186
35  65  436  236152.731400865
35  66  436  236168.100437839
35  67  437  236184.960451808
35  68  431  236172.984593278
35  69  436  236256.817071946
35  70  431  236282.998793488
35  71  432  236176.84820051
35  72  437  236191.64069437
35  73  430  236214.039216893
35  74  434  236226.192386223
35  75  434  236222.333331389
35  76  429  236183.405383787
35  77  435  236201.315560999
35  78  435  236258.057482734
35  79  432  236224.614642373
35  80  431  236194.036459427
35  81  436  236236.302173413
35  82  435  236196.266348188
35  83  432  236198.326797094
35  84  433  236241.513530142
35  85  432  236178.554253369
35  86  437  236291.431110087
35  87  434  236241.020676571
35  88  429  236145.256328118
35  89  432  236250.253546033
35  90  433  236164.234248067
35  91  430  236211.01378467
35  92  434  236242.505988798
35  93  438  236158.531252065
35  94  436  236200.490073987
35  95  431  236162.360292977
35  96  437  236178.890457437
35  97  436  236288.842207641
35  98  430  236206.125746001
35  99  428  236209.578043436
35  100  438  236213.02264518
35  101  433  236187.136433313
35  102  431  236225.529591441
35  103  435  236218.908112971
35  104  433  236172.261130461
35  105  439  236234.810543641
35  106  431  236170.21391924
35  107  435  236235.159851242
35  108  433  236184.375837573
35  109  435  236240.974216283
35  110  431  236220.595251207
35  111  436  236277.545708079
35  112  435  236235.069012193
35  113  435  236174.567622973
35  114  434  236188.683807795
35  115  432  236185.19484712
35  116  436  236234.691601229
35  117  434  236229.471707509
35  118  436  236255.660391917
35  119  435  236193.781013004
35  120  433  236216.048332077
35  121  435  236199.857750845
35  122  437  236225.127483312
35  123  440  236269.140892965
35  124  432  236215.369155139
35  125  437  236185.709954815
35  126  433  236204.87418986
35  127  436  236259.191917533
36  0  434  236207.252808443
36  1  433  236285.795339055
36  2  435  236185.224861741
36  3  437  236194.942386089
36  4  431  236217.217472963
36  5  439  236185.585304087
36  6  436  236224.369535761
36  7  433  236228.850919669
36  8  432  236179.835851065
36  9  433  236188.092945396
36  10  435  236185.022501437
36  11  435  236167.696819273
36  12  435  236221.792648711
36  13  434  236214.676574327
36  14  433  236200.559510845
36  15  436  236178.155866069
36  16  432  236221.630462286
36  17  429  236206.108738241
36  18  432  236234.848126267
36  19  438  236190.516846661
36  20  433  236233.886236816
36  21  436  236242.114638295
36  22  433  236262.975806984
36  23  438  236211.655501771
36  24  437  236268.215619342
36  25  426  236183.756091058
36  26  435  236260.840971965
36  27  433  236249.893280162
36  28  429  236167.641821299
36  29  434  236219.063966233
36  30  434  236199.647299466
36  31  430  236222.93947552
36  32  433  236217.078324025
36  33  433  236179.864150013
36  34  437  236188.29589124
36  35  436  236200.912927593
36  36  432  236198.859004209
36  37  434  236220.32902135
36  38  435  236204.284992518
36  39  434  236210.445827442
36  40  433  236231.170023988
36  41  433  236173.432891793
36  42  430  236165.044358954
36  43  432  236224.874920603
36  44  432  236264.573054638
36  45  430  236154.676992842
36  46  431  236204.279366619
36  47  431  236240.44627803
36  48  435  236214.335960638
36  49  432  236187.400010648
36  50  430  236178.839106791
36  51  434  236184.036862002
36  52  432  236265.112991339
36  53  432  236207.782457437
36  54  429  236235.682122397
36  55  442  236233.239557338
36  56  431  236202.001890777
36  57  431  236240.026378219
36  58  434  236216.210199103
36  59  433  236169.407098084
36  60  429  236224.768360132
36  61  436  236236.180371999
36  62  437  236226.506431592
36  63  428  236165.119576379
36  64  435  236193.905224278
36  65  433  236128.162283846
36  66  436  236172.782493058
36  67  435  236174.752044015
36  68  429  236165.272571982
36  69  439  236246.656965432
36  70  432  236246.211662151
36  71  431  236178.543384868
36  72  440  236186.912660876
36  73  431  236202.363178738
36  74  434  236220.494744842
36  75  432  236218.727322303
36  76  432  236193.389891608
36  77  434  236195.55187612
36  78  435  236240.39965778
36  79  431  236229.949989845
36  80  431  236202.617848725
36  81  435  236227.666185358
36  82  437  236207.433716601
36  83  431  236203.245741989
36  84  428  236233.815171442
36  85  432  236177.319964849
36  86  437  236282.034591915
36  87  435  236247.694242009
36  88  426  236164.404148439
36  89  433  236240.667485143
36  90  435  236178.760702007
36  91  430  236204.575766259
36  92  435  236237.371207514
36  93  438  236151.984281347
36  94  435  236188.659597001
36  95  431  236165.182232095
36  96  436  236189.811447543
36  97  434  236296.481978426
36  98  433  236219.356523088
36  99  426  236196.639839417
36  100  436  236202.918839992
36  101  431  236179.87951158
36  102  434  236222.013711632
36  103  434  236223.544372202
36  104  437  236167.407184137
36  105  437  236224.088672835
36  106  428  236166.248311314
36  107  438  236218.303524621
36  108  435  236171.465763886
36  109  438  236259.144826146
36  110  429  236210.604118221
36  111  435  236288.786615261
36  112  434  236225.866433142
36  113  436  236167.858207712
36  114  439  236205.066522467
36  115  431  236187.24845697
36  116  434  236221.304212273
36  117  433  236233.704462262
36  118  437  236255.591960288
36  119  436  236195.337682647
36  120  433  236214.52619025
36  121  435  236203.821257491
36  122  436  236212.257370976
36  123  441  236268.356790063
36  124  429  236228.482845539
36  125  439  236176.367842168
